1,200,0,337,1
2,120,0,765,1
3,30,0,358,1
4,250,0,364,1
5,90,0,544,1
6,90,0,544,1
7,250,0,337,2
8,30,0,483,2
9,60,0,750,1
10,250,0,513,1
11,30,0,542,2
12,250,0,551,1
13,200,0,780,1
14,120,0,437,2
15,30,880,509,1
16,90,665,479,1
17,120,0,572,1
18,250,0,781,2
19,90,0,408,2
20,120,291,486,2
21,250,476,711,1
22,250,810,456,1
23,30,338,519,2
24,60,378,487,1
25,60,309,709,1
26,160,331,467,2
27,90,394,316,1
28,60,333,351,2
29,120,379,614,1
30,250,561,663,1
31,250,333,431,1
32,90,236,762,2
33,90,286,589,2
34,90,433,790,1
35,200,288,397,2
36,200,261,497,1
37,120,332,678,1
38,200,249,697,1
39,60,359,717,2
40,250,365,608,1
41,60,0,315,2
42,90,323,761,2
43,160,239,681,1
44,250,343,714,2
45,250,384,336,1
46,30,0,614,1
47,160,284,498,1
48,250,254,390,1
49,60,868,708,1
50,90,448,449,2
51,120,366,745,2
52,250,333,563,2
53,250,372,596,1
54,120,329,408,2
55,120,383,339,1
56,60,405,310,1
57,30,301,516,2
58,90,396,492,1
59,90,307,335,1
60,160,453,325,2
61,30,490,343,1
62,160,767,541,1
63,250,352,781,1
64,160,309,628,1
65,250,413,787,2
66,200,510,634,1
67,200,344,652,1
68,250,375,367,1
69,200,327,568,1
70,120,353,656,2
71,200,332,448,1
72,160,320,515,1
73,30,0,717,2
74,90,396,646,1
75,250,279,738,1
76,160,240,372,1
77,250,292,730,2
78,160,361,751,1
79,30,423,633,1
80,90,495,587,2
81,30,383,612,1
82,120,277,341,1
83,90,237,786,1
84,250,341,441,2
85,60,364,334,2
86,250,297,798,1
87,30,752,661,1
88,160,368,697,2
89,60,314,733,2
90,90,544,759,1
91,60,435,563,1
92,200,393,461,1
93,120,387,627,2
94,200,432,780,1
95,160,285,389,1
96,160,400,731,1
97,60,0,700,1
98,120,0,772,1
99,90,386,700,1
100,30,0,746,2
101,160,433,539,1
102,200,471,597,1
103,90,352,534,1
104,90,420,303,2
105,60,268,335,1
106,30,427,528,1
107,60,354,315,1
108,200,397,568,2
109,120,350,676,1
110,60,265,664,2
111,250,309,752,1
112,90,568,586,2
113,90,533,591,1
114,60,444,524,1
115,90,408,305,2
116,160,303,615,1
117,90,312,610,1
118,120,344,448,1
119,90,339,619,2
120,90,0,337,1
121,90,375,305,2
122,90,359,316,2
123,250,449,589,1
124,160,325,410,2
125,200,308,375,1
126,250,384,697,1
127,120,332,615,1
128,200,451,589,1
129,250,333,548,1
130,250,355,616,2
131,90,328,721,1
132,160,333,322,1
133,60,363,458,1
134,200,414,386,2
135,200,286,380,1
136,90,397,466,1
137,30,322,544,2
138,60,371,581,2
139,250,434,344,1
140,120,404,497,1
141,250,367,411,2
142,160,355,420,1
143,30,0,301,1
144,60,313,398,1
145,250,395,721,2
146,60,0,434,1
147,60,0,311,2
148,90,0,617,1
149,200,0,517,1
150,120,0,314,1
151,250,0,751,2
152,200,0,332,2
153,200,0,300,1
154,120,0,677,1
155,200,611,645,1
156,60,320,585,1
157,90,295,559,1
158,30,413,636,1
159,30,245,567,1
160,160,339,747,2
161,120,412,693,2
162,90,326,482,2
163,200,316,551,2
164,200,258,460,1
165,60,268,306,1
166,120,316,739,2
167,90,308,525,2
168,120,371,341,1
169,200,385,463,1
170,30,380,781,1
171,250,322,522,2
172,30,473,576,1
173,200,379,450,2
174,90,317,717,1
175,250,257,375,1
176,60,0,511,1
177,60,338,649,2
178,200,310,635,1
179,120,365,752,1
180,30,422,700,1
181,60,365,477,1
182,90,346,711,2
183,30,489,510,1
184,200,303,432,1
185,250,347,572,1
186,90,429,479,2
187,30,411,365,1
188,250,339,570,1
189,30,829,311,1
190,30,417,593,2
191,120,332,673,2
192,200,390,335,1
193,200,361,717,1
194,250,326,467,1
195,120,400,483,1
196,90,304,371,1
197,60,359,622,1
198,30,434,380,2
199,60,324,731,1
200,60,409,561,1
201,160,410,578,1
202,90,409,736,2
203,160,360,728,1
204,160,475,301,2
205,30,248,729,1
206,90,373,538,2
207,250,367,623,2
208,160,374,657,1
209,250,351,389,1
210,120,349,760,1
211,90,369,662,1
212,200,329,765,1
213,160,396,425,1
214,120,324,390,1
215,200,276,628,1
216,160,365,472,1
217,120,410,750,2
218,250,346,595,1
219,250,401,763,1
220,120,363,638,1
221,120,352,479,1
222,250,315,300,2
223,200,304,633,1
224,90,847,530,1
225,250,337,733,1
226,160,293,598,1
227,90,308,536,1
228,60,425,620,2
229,90,443,547,2
230,30,458,691,2
231,120,338,377,1
232,250,662,364,2
233,30,414,381,2
234,120,402,760,1
235,250,341,799,1